sys_id,n_ie,n_pages,n_lines,n_chars
990000868900205171,1,8,121,2342
990000868930205171,1,14,316,7390
990000869010205171,1,10,544,18641
990000869020205171,1,27,1157,50725
990000869030205171,1,14,555,31402
990000869050205171,1,14,611,25308
990000869060205171,1,27,1138,41915
990000869070205171,1,13,389,14904
990000869080205171,1,24,1040,50951
990000869090205171,1,17,558,26402
990000869100205171,1,15,745,55456
990000869110205171,1,7,113,2952
990000869130205171,1,12,330,12823
990000869140205171,1,7,95,3035
990000869150205171,1,6,74,1193
990000869160205171,1,10,196,4477
990000869170205171,1,11,279,11579
990000869180205171,1,10,308,19124
990000869190205171,1,12,424,20819
990000869200205171,1,21,871,53423
990000869210205171,1,8,151,5957
990000869220205171,1,24,977,72360
990000869230205171,1,87,4341,186637
990000869240205171,1,12,425,24549
990000869250205171,1,6,66,441
990000869270205171,1,8,154,4840
990000869280205171,1,60,2205,92890
990000869400205171,1,32,1719,98318
990000869410205171,1,18,597,24276
990000869420205171,1,14,592,31006
990000869430205171,1,12,350,16713
990000869440205171,1,232,9765,411430
990000869450205171,1,9,159,5171
990000869480205171,1,28,1183,73721
990000869540205171,1,9,261,11638
990000869590205171,1,110,5001,256535
990000869840205171,1,13,434,11421
990000870640205171,1,13,447,22289
990000870820205171,1,7,136,7176
990000870830205171,2,15,213,4512
990000870840205171,1,9,330,21103
990000870970205171,1,6,110,1500
990000870980205171,1,41,1643,40524
990000871080205171,1,8,155,3792
990000871090205171,1,202,10675,662242
990000871100205171,1,35,1118,40924
990000871110205171,2,122,4096,137302
990000871120205171,1,9,161,3596
990000871130205171,2,59,2955,115172
990000871140205171,1,14,348,9336
990000871150205171,1,15,380,13666
990000871160205171,1,27,935,39344
990000871170205171,1,22,707,27686
990000871180205171,1,20,574,13954
990000871190205171,1,34,1003,25518
990000871200205171,1,8,126,3662
990000871210205171,1,12,205,5835
990000871220205171,1,13,310,11698
990000871550205171,1,13,542,23292
990000871560205171,1,7,118,2482
990000871670205171,1,19,726,29956
990000871680205171,1,8,351,5651
990000871690205171,1,14,454,18867
990000871960205171,1,7,87,1618
990000872070205171,1,6,147,5833
990000872080205171,2,45,938,19968
990000872090205171,1,9,151,2869
990000872100205171,1,6,97,3448
990000872110205171,1,7,185,8495
990000872120205171,1,16,1371,32452
990000872130205171,1,7,241,8259
990000872140205171,1,8,242,13079
990000872150205171,1,7,124,3196
990000872160205171,1,13,300,5866
990000872170205171,1,7,245,6901
990000872180205171,3,16,366,7315
990000872230205171,1,253,58898,2331879
990000872270205171,1,134,5479,154386
990000872280205171,1,17,352,6577
990000872290205171,1,8,132,2869
990000872300205171,1,7,147,6095
990000872310205171,1,9,217,4539
990000872320205171,1,7,119,2812
990000872330205171,1,46,1907,43131
990000872340205171,1,4,101,2858
990000872350205171,1,6,69,850
990000872360205171,1,8,223,12502
990000872840205171,1,43,3145,79259
990000872850205171,1,60,1953,66017
990000872890205171,1,18,490,18030
990000872900205171,1,27,887,35021
990000872910205171,2,228,8688,257417
990000872920205171,1,23,464,12075
990000872940205171,1,7,66,1940
990000872950205171,1,194,7021,234727
990000872960205171,1,57,1882,54755
990000872970205171,1,44,1326,39721
990000872980205171,1,11,298,12694
990000872990205171,1,25,726,21299
990000873000205171,1,8,116,3320
990000873010205171,1,13,349,11443
990000873020205171,1,9,149,2606
990000873030205171,1,216,7730,355177
990000873040205171,1,10,195,6163
990000873050205171,1,12,186,6276
990000873060205171,1,7,141,6996
990000873070205171,1,7,75,1479
990000873080205171,1,116,3679,123599
990000873090205171,1,17,467,23813
990000873100205171,2,16,335,10137
990000873110205171,1,29,895,29104
990000873120205171,2,19,519,17383
990000873130205171,1,7,208,9273
990000875410205171,1,31,708,13919
990000875420205171,1,9,189,4841
990000875430205171,1,11,355,14423
990000875440205171,1,7,94,1924
990000875450205171,1,101,4334,165029
990000875470205171,1,13,260,4947
990000875480205171,1,7,93,1718
990000875490205171,1,11,250,6884
990000875500205171,2,16,289,8379
990000875510205171,1,6,73,1503
990000875520205171,1,6,60,1249
990000875530205171,1,7,134,2300
990000875540205171,1,34,1459,65699
990000875550205171,1,14,319,12403
990000875560205171,1,22,726,25159
990000875570205171,1,7,112,2784
990000875850205171,1,29,920,25428
990000875860205171,2,86,2741,93001
990000875870205171,1,30,1037,36182
990000875880205171,1,11,247,5708
990000875890205171,1,7,72,1316
990000875900205171,1,253,8507,248813
990000875910205171,1,65,1927,62229
990000875920205171,1,74,2732,107697
990000875930205171,2,41,1460,47431
990000875940205171,1,151,5666,193753
990000875960205171,1,9,122,2190
990000875970205171,1,12,167,4319
990000875980205171,1,15,369,11539
990000875990205171,1,14,382,8412
990000876000205171,1,9,105,2360
990000876010205171,1,9,97,1510
990000876020205171,1,9,119,2550
990000876030205171,1,10,166,2885
990000877410205171,1,83,4066,184401
990000877850205171,1,31,1017,27325
990000877870205171,1,253,11347,366937
990000877880205171,1,18,633,17880
990000877890205171,1,31,1456,68238
990000877900205171,1,32,1048,53986
990000877910205171,1,253,14603,652936
990000877920205171,1,190,12539,794703
990000877930205171,1,202,10810,591321
990000877940205171,1,21,778,51459
990000877950205171,1,35,1750,89809
990000878180205171,1,188,9011,569155
990000878210205171,1,8,119,3189
990000878220205171,1,7,142,5140
990000878230205171,1,6,69,1404
990000878240205171,1,7,81,2590
990000878250205171,2,28,1139,49256
990000878260205171,2,38,1393,61832
990000878340205171,1,6,77,1267
990000878350205171,1,31,762,18500
990000878360205171,1,7,98,3772
990000878370205171,1,7,90,1791
990000878380205171,1,19,518,15687
990000878390205171,1,14,508,32646
990000878400205171,1,63,3265,188284
990000878410205171,1,209,10621,531324
990000879180205171,5,29,2467,50953
990000879190205171,5,25,2246,42490
990000881350205171,1,7,208,15772
990000881410205171,1,8,160,4109
990000881420205171,1,8,221,9028
990000881430205171,1,12,359,16992
990000881440205171,1,7,133,5231
990000881450205171,1,11,285,7798
990000881460205171,1,7,140,6938
990000881470205171,1,9,467,47870
990000881480205171,1,7,128,5662
990000881490205171,1,8,219,8214
990000881500205171,1,9,234,13752
990000881510205171,1,9,309,22497
990000881520205171,1,7,177,8042
990000881530205171,1,9,213,10524
990000881540205171,1,8,181,7454
990000881550205171,1,9,287,8986
990000883680205171,1,236,14557,1073821
990000884200205171,1,8,249,12978
990000884210205171,1,12,281,9891
990000884220205171,1,9,217,8447
990000884230205171,1,53,2616,133112
990000884240205171,1,9,216,7512
990000884250205171,1,39,2884,188559
990000884260205171,1,8,230,9757
990000884270205171,1,24,1103,70830
990000884280205171,1,6,166,4667
990000884290205171,1,15,774,27866
990000885720205171,1,93,13442,282781
990000885730205171,1,232,14004,575476
990000885740205171,1,97,13217,393097
990000885760205171,1,142,7006,327074
990000885770205171,1,189,22376,1469907
990000885820205171,1,253,11556,661813
990000885830205171,1,23,696,18482
990000885840205171,1,117,7221,454475
990000885870205171,1,97,6340,417249
990000885920205171,1,11,208,5039
990000885970205171,1,223,9799,572173
990000885980205171,1,14,665,25342
990000885990205171,1,11,361,12916
990000886000205171,1,15,631,31282
990000887640205171,1,11,322,8134
990000887660205171,1,9,217,7083
990000887670205171,1,10,246,6036
990000887680205171,1,13,322,6581
990000887690205171,1,9,196,5991
990000887700205171,1,9,230,9658
990000887710205171,1,13,417,17855
990000889010205171,2,22,695,18994
990000889020205171,2,16,307,9324
990000889030205171,2,14,230,7908
990000889040205171,2,14,239,7731
990000889060205171,2,12,173,6453
990000889070205171,2,14,314,5744
990000889080205171,1,176,7876,380960
990000889150205171,1,98,3412,171288
990000889220205171,1,6,97,2657
990000889230205171,1,6,60,1423
990000889240205171,1,6,82,2480
990000889250205171,1,6,237,6225
990000889260205171,1,6,90,2901
990000889270205171,1,8,253,10300
990000889280205171,1,7,154,4650
990000889290205171,1,8,153,5413
990000889300205171,1,6,190,5034
990000889310205171,1,9,241,7986
990000889410205171,1,8,121,1786
990000889710205171,1,11,312,13416
990000889720205171,1,11,290,10213
990000889730205171,1,28,86,550
990000889790205171,2,161,8084,404558
990000889800205171,1,13,215,6592
990000889810205171,1,11,261,6854
990000889820205171,1,25,704,19978
990000889830205171,2,176,4864,180689
990000890400205171,1,6,54,1177
990000890490205171,1,66,2520,103780
990000890500205171,1,59,2134,75780
990000890560205171,1,41,872,34991
990000891240205171,1,52,2792,103596
990000893210205171,1,8,136,2478
990000893220205171,1,6,82,1147
990000893230205171,1,7,113,2608
990000893240205171,1,6,63,811
990000893250205171,1,7,106,1201
990000893260205171,1,9,198,7040
990000893270205171,1,13,342,9436
990000893280205171,1,15,460,15430
990000893290205171,1,6,77,1306
990000893300205171,1,14,514,20140
990000893310205171,1,16,399,11260
990000893350205171,1,8,163,4237
990000893360205171,1,7,131,3097
990000893370205171,1,6,83,1427
990000893380205171,2,9,145,6339
990000893390205171,1,9,114,2672
990000893400205171,1,56,3114,144000
990000893410205171,1,8,84,1196
990000893420205171,1,120,6006,358725
990000893430205171,1,8,80,1478
990000893440205171,1,10,104,1605
990000893450205171,1,12,254,7201
990000893460205171,2,116,4478,172670
990000893470205171,1,253,10993,383776
990000893480205171,1,8,264,4100
990000893620205171,1,13,314,14843
990000893660205171,1,253,16054,1123591
990000893670205171,1,253,13443,373787
990000893760205171,1,6,168,4899
990000893770205171,1,13,398,17629
990000893780205171,1,7,188,2300
990000893790205171,1,6,100,6284
990000893800205171,1,9,95,1350
990000893810205171,1,13,218,4857
990000893820205171,1,27,1480,72558
990000893850205171,1,7,138,1842
990000893960205171,1,253,10343,502938
990000893990205171,1,13,367,17654
990000894000205171,1,6,123,5727
990000894360205171,1,8,74,1148
990000894370205171,1,8,76,1278
990000894380205171,1,15,359,10425
990000894390205171,1,9,123,1869
990000894400205171,2,12,216,5261
990000894410205171,1,15,276,4646
990000894420205171,1,10,135,2095
990000894430205171,1,9,87,1460
990000894440205171,1,9,96,1071
990000894450205171,1,8,93,1082
990000894460205171,1,8,87,1451
990000894470205171,1,8,109,1147
990000894480205171,1,8,83,904
990000894500205171,1,8,80,1015
990000894510205171,1,45,1212,35298
990000894520205171,1,9,132,2916
990000894530205171,1,8,84,1725
990000894540205171,2,40,1120,38200
990000894550205171,2,22,697,24612
990000894560205171,2,44,1853,61577
990000894570205171,1,12,213,2855
990000894580205171,2,66,1422,33162
990000894590205171,1,11,178,4083
990000894600205171,1,14,335,13290
990000894610205171,1,61,2058,69744
990000894620205171,1,90,4132,175346
990000894630205171,1,114,5462,302693
990000894640205171,1,37,1168,43565
990000894650205171,1,21,535,14422
990000895680205171,2,489,41591,1260358
990000895690205171,2,233,9356,391993
990000895700205171,2,73,3953,196068
990000895710205171,2,164,11947,782090
990000897930205171,1,7,97,3724
990000897940205171,1,8,120,3594
990000897950205171,1,17,1077,75698
990000897960205171,1,11,469,20361
990000897970205171,3,17,565,21782
990000897980205171,3,28,1369,83141
990000897990205171,2,9,879,34140
990000898000205171,4,23,1113,29786
990000898010205171,1,4,238,16349
990000898020205171,3,15,670,16423
990000898030205171,4,18,850,35941
990000898040205171,3,67,4205,142491
990000898050205171,3,18,442,13235
990000898060205171,1,3,64,3119
990000898070205171,1,6,87,4066
990000898080205171,3,17,750,33784
990000898090205171,2,6,127,8451
990000898100205171,1,4,155,7302
990000898120205171,1,8,180,5503
990000898130205171,2,7,242,12883
990000898810205171,1,4,100,3744
990000898820205171,1,15,675,30285
990000898830205171,1,34,1196,37236
990000898840205171,1,29,3951,132661
990000898850205171,1,12,737,12120
990000898860205171,1,9,336,7016
990000898870205171,1,9,257,5693
990000898880205171,1,9,253,6248
990000898890205171,1,11,358,8837
990000898900205171,1,4,123,6489
990000898910205171,1,3,42,973
990000898920205171,3,13,522,31000
990000898930205171,1,4,159,3714
990000898940205171,1,7,249,4198
990000898950205171,3,17,604,9040
990000898960205171,1,8,191,8593
990000898970205171,2,10,483,32208
990000898980205171,1,4,126,3480
990000898990205171,1,3,91,821
990000899000205171,1,4,115,5170
990000899010205171,1,4,135,8523
990000899110205171,1,22,539,16986
990000899120205171,1,14,235,6248
990000899130205171,1,13,328,12682
990000899140205171,1,7,105,1983
990000899150205171,1,7,128,4981
990000899160205171,1,10,219,4040
990000899170205171,2,14,264,8918
990000899180205171,1,14,266,6493
990000899190205171,1,9,133,2800
990000899200205171,2,16,289,5883
990000899210205171,1,12,362,9377
990000899220205171,1,4,85,2362
990000899240205171,1,14,426,12953
990000899250205171,1,11,196,5635
990000899260205171,1,10,188,6629
990000899270205171,1,33,1105,27654
990000899280205171,1,8,126,4010
990000899290205171,1,142,6382,302377
990000899300205171,1,8,114,2427
990000899310205171,1,127,6562,370808
990000899320205171,1,103,4746,251485
990000899330205171,1,7,86,1553
990000899340205171,1,7,87,2770
990000899350205171,1,12,234,6364
990000899370205171,1,9,143,3827
990000899380205171,1,9,140,2848
990000899390205171,1,30,1507,42256
990000899400205171,1,31,1672,105190
990000899410205171,1,14,404,17009
990000899420205171,2,60,2116,66910
990000899430205171,1,108,3804,117177
990000899440205171,2,15,303,7746
990000899450205171,1,9,113,3549
990000899460205171,2,49,1725,83044
990000899470205171,1,7,100,2319
990000899480205171,1,11,174,3231
990000899490205171,3,29,325,5655
990000899500205171,3,30,350,5947
990000899510205171,1,7,77,1695
990000899520205171,1,8,71,705
990000899530205171,1,9,81,908
990000899540205171,3,36,493,8645
990000899550205171,1,9,78,1507
990000899560205171,1,10,142,6213
990000899570205171,2,13,148,3579
990000899580205171,1,10,100,1981
990000899590205171,1,16,426,13893
990000899600205171,1,8,200,8026
990000899610205171,1,8,151,4438
990000899620205171,1,91,3563,102257
990000899630205171,1,9,148,3760
990000899640205171,1,34,880,25133
990000899650205171,1,21,520,18510
990000899660205171,1,12,270,7798
990000899670205171,1,13,248,5666
990000899680205171,1,14,291,7188
990000899690205171,1,20,430,9970
990000899700205171,1,7,68,539
990000899710205171,2,14,280,8196
990000899720205171,2,112,3517,127663
990000899730205171,1,15,308,6616
990000899740205171,1,9,89,2405
990000899750205171,1,8,79,958
990000899760205171,1,34,1174,35063
990000899770205171,1,9,118,3555
990000899780205171,1,14,360,12840
990000899810205171,1,22,708,29933
990000899830205171,1,18,377,10304
990000899840205171,1,8,72,1153
990000899850205171,1,8,66,1704
990000899860205171,1,10,154,4033
990000899880205171,1,253,9449,298682
990000899890205171,1,253,9482,318691
990000899900205171,1,28,1522,104489
990000899910205171,1,9,100,2278
990000899920205171,1,54,1623,46932
990000899930205171,1,10,180,4278
